Serial No.,TICKET MEDIO,GASTO MENSAL,SCORE SERASA
3829,2430,7861,24
3830,2459,4330,44
3831,4941,3382,47
3832,3706,1498,49
3833,376,16442,80
3834,160,17168,43
3835,3490,16746,58
3836,2013,19044,32
3837,4027,3565,77
3838,2691,10967,27
3839,666,18378,17
3840,4035,12576,54
3841,1671,3043,32
3842,4817,10533,14
3843,1300,1901,60
3844,4509,17329,10
3845,2954,5022,35
3846,2995,3051,14
3847,1336,5316,52
3848,236,19615,61
3849,1129,8199,47
3850,2256,3129,93
3851,2694,8187,14
3852,761,10656,62
3853,2572,17941,86
3854,2777,7334,42
3855,2408,18679,49
3856,186,5349,59
3857,2612,16282,58
3858,3042,16327,14
3859,2873,9931,28
3860,2604,4650,74
3861,3410,11789,81
3862,1800,9996,39
3863,3770,6970,30
3864,2800,13757,72
3865,3729,4212,85
3866,4690,13221,10
3867,1747,12995,80
3868,3418,12920,96
3869,3787,5815,61
3870,696,5881,74
3871,4645,9997,7
3872,584,13994,50
3873,745,17450,56
3874,3189,16252,3
3875,4857,5122,35
3876,4953,4632,18
3877,4484,9330,23
3878,820,7495,40
3879,4833,3170,48
3880,598,9864,81
3881,4829,18566,96
3882,1773,10541,45
3883,3167,9554,35
3884,214,12137,9
3885,3079,11257,77
3886,4869,8990,6
3887,1836,12829,11
3888,3711,1270,85
3889,2353,4354,90
3890,2394,3618,47
3891,3730,19016,36
3892,246,10401,74
3893,4082,17874,35
3894,3553,17594,59
3895,4607,14022,76
3896,2510,538,95
3897,236,18159,7
3898,3460,16502,6
3899,3105,5357,42
3900,3652,16812,57
3901,118,1936,80
3902,2342,18983,85
3903,548,8193,45
3904,2048,13718,33
3905,1045,4751,83
3906,4336,9805,71
3907,2020,11090,21
3908,3077,8162,90
3909,4288,3623,97
3910,4115,17537,20
3911,338,4658,14
3912,304,9200,4
3913,2707,11031,16
3914,4440,10379,71
3915,3488,6043,18
3916,3072,14480,4
3917,4490,15656,22
3918,2787,10080,82
3919,4266,19081,13
3920,1448,4411,9
3921,4500,14082,30
3922,916,11620,12
3923,920,5735,21
3924,292,5299,36
3925,1876,14725,38
3926,3745,17209,9
3927,4724,4266,30
3928,350,4611,42
3929,1888,7515,98
3930,3800,7356,76
3931,2563,16990,93
3932,1267,2926,97
3933,3993,14997,35
3934,1196,19415,34
3935,2779,11836,67
3936,1947,5816,54
3937,4004,5862,67
3938,604,5193,46
3939,1721,9490,5
3940,2572,15633,27
3941,2646,14678,29
3942,1487,11129,26
3943,3094,18895,68
3944,3916,15251,38
3945,817,925,34
3946,3584,3544,43
3947,4534,11980,14
3948,758,11606,82
3949,4108,6729,93
3950,4624,1739,31
3951,4334,7066,28
3952,3864,4713,62
3953,3089,3506,5
3954,4737,7525,89
3955,2204,19923,26
3956,1355,7058,98
3957,2582,1684,27
3958,483,19468,4
3959,2707,14930,40
3960,293,8602,55
3961,3907,14369,53
3962,3819,7616,79
3963,2681,13437,17
3964,2665,4883,76
3965,2863,18583,42
3966,2898,5007,88
3967,2439,15235,73
3968,3506,17019,28
3969,831,2525,9
3970,2972,5354,5
3971,3220,5867,79
3972,4880,3390,88
3973,4277,19641,3
3974,2704,4273,33
3975,2482,16319,82
3976,631,2028,32
3977,4416,12320,3
3978,734,5549,43
3979,1869,1348,97
3980,3904,10619,75
3981,2470,10857,30
3982,102,16667,79
3983,305,12978,65
3984,4235,2621,57
3985,2721,13410,59
3986,4839,5181,1
3987,2990,15255,35
3988,3293,972,69
3989,2766,18671,59
3990,3406,613,22
3991,997,14190,46
3992,1185,6973,45
3993,1379,9030,79
3994,770,19169,43
3995,1605,1696,18
3996,3675,16962,48
3997,4914,6517,87
3998,2055,3152,57
3999,349,11332,90
4000,1992,5885,6
4001,3539,15208,93
4002,1953,17711,40
4003,2954,15071,77
4004,1603,11502,14
4005,3485,3885,75
4006,3671,2465,52
4007,3892,2927,92
4008,3526,3341,22
4009,143,7063,76
4010,3712,14887,72
4011,2718,6340,87
4012,4778,15654,93
4013,3263,14593,64
4014,1388,4852,59
4015,3042,684,9
4016,319,10884,57
4017,2025,14819,46
4018,3072,8937,14
4019,3613,10926,8
4020,2548,8004,12
4021,3571,18971,22
4022,2874,1100,32
4023,1090,8304,8
4024,3046,13749,2
4025,1912,6037,93
4026,903,19917,72
4027,589,18940,24
4028,3656,15185,87
4029,1593,9224,95
4030,3745,5584,70
4031,2991,2542,35
4032,1805,17241,88
4033,3616,17261,19
4034,3440,13836,80
4035,153,13914,53
4036,2675,5297,99
4037,3691,3807,89
4038,715,14221,18
4039,1054,3096,59
4040,2533,17667,36
4041,1729,19263,2
4042,2881,12295,91
4043,749,15484,85
4044,2447,12634,18
4045,4590,11282,52
4046,3378,9734,45
4047,2740,19422,79
4048,3901,15118,55
4049,2661,17745,69
4050,3349,18760,30
4051,470,10527,52
4052,957,14486,33
4053,4986,12900,30
4054,4853,4026,59
4055,483,12093,10
4056,3977,2122,99
4057,2652,6018,5
4058,4434,3157,26
4059,4390,18816,6
4060,2825,9199,48
4061,4134,14455,95
4062,3393,3156,71
4063,4351,17173,59
4064,4088,6358,32
4065,1022,19713,46
4066,3015,10901,43
4067,3050,9258,78
4068,3146,1973,26
4069,1074,13781,93
4070,1330,16464,21
4071,2535,18871,46
4072,1914,12557,92
4073,3034,8173,47
4074,1463,14781,29
4075,4040,3751,1
4076,303,5554,14
4077,260,2216,46
4078,4587,9704,26
4079,868,14606,70
4080,3848,1810,26
4081,2681,17501,84
4082,1193,16382,12
4083,4600,4757,54
4084,707,16346,16
4085,1640,10920,74
4086,2975,13512,58
4087,3291,968,9
4088,1937,6405,32
4089,789,12808,77
4090,3859,16134,36
4091,3049,15301,7
4092,2203,18023,32
4093,465,10128,6
4094,3675,9228,33
4095,4650,17835,70
4096,4299,11505,6
4097,4272,19890,40
4098,4425,8390,99
4099,2478,7577,54
4100,1305,2471,6
4101,3939,14068,83
4102,2835,1691,17
4103,3447,13320,42
4104,1775,8265,77
4105,398,10754,39
4106,1056,3546,52
4107,1214,12250,13
4108,2605,13203,20
4109,1574,17188,56
4110,4560,8543,90
4111,4546,5408,45
4112,3826,11127,25
4113,3571,3304,90
4114,2928,10676,23
4115,2950,4436,4
4116,2606,17596,41
4117,3870,10373,91
4118,3064,11890,42
4119,4694,8866,31
4120,1049,15114,87
4121,4703,7006,5
4122,2950,18656,73
4123,265,17958,66
4124,3586,9283,6
4125,2609,11670,28
4126,1019,15109,33
4127,213,7822,6
4128,3604,12674,80
4129,1091,16708,76
4130,3939,2910,57
4131,1358,14136,84
4132,3526,9539,30
4133,614,15490,72
4134,4904,6941,44
4135,3296,9185,46
4136,4534,14278,76
4137,2684,13691,80
4138,167,10232,71
4139,1696,4456,72
4140,4578,7053,72
4141,118,19978,39
4142,2830,2865,29
4143,3621,7168,61
4144,672,5500,70
4145,2358,4175,16
4146,3002,13407,4
4147,750,17836,80
4148,2687,15636,0
4149,3362,11655,79
4150,1438,12719,80
4151,3734,3747,93
4152,2927,4915,30
4153,2317,6972,34
4154,3639,5348,71
4155,1137,1537,29
4156,4483,16134,84
4157,4078,8762,14
4158,3061,11566,97
4159,3326,16054,55
4160,1198,7508,59
4161,2424,15763,26
4162,1039,16738,1
4163,3816,6142,73
4164,3514,16989,63
4165,1548,17653,4
4166,670,19824,90
4167,3004,15031,67
4168,2605,10884,12
4169,1017,16836,80
4170,1974,14161,84
4171,1778,12187,22
4172,715,13904,96
4173,4601,4855,49
4174,1849,1433,78
4175,3925,9266,77
4176,4288,6406,72
4177,2577,13072,36
4178,4849,12779,29
4179,3605,11223,92
4180,3575,11111,22
4181,4629,8761,33
4182,1235,4974,63
4183,4100,17138,54
4184,474,5287,70
4185,306,14075,8
4186,4975,8362,3
4187,1419,11456,65
4188,1241,11163,90
4189,4727,16620,32
4190,2790,4242,31
4191,3355,2535,43
4192,189,2467,36
4193,4208,2352,90
4194,3120,11047,91
4195,1957,7118,66
4196,904,14359,59
4197,1044,8803,58
4198,2889,11850,35
4199,3975,17066,48
4200,1710,664,50
4201,3023,7458,7
4202,3982,2637,49
4203,3321,10715,40
4204,4491,17338,37
4205,4835,19169,85
4206,2487,17425,77
4207,4823,6533,78
4208,1041,3165,54
4209,2666,13629,67
4210,1075,12625,17
4211,1054,6689,64
4212,1362,14208,63
4213,1043,18572,11
4214,2302,5595,40
4215,3427,14909,41
4216,4374,8083,59
4217,2359,2137,49
4218,1928,15170,80
4219,1357,6466,82
4220,564,5170,35
4221,3394,5703,47
4222,1330,18774,70
4223,2754,9169,72
4224,984,15468,7
4225,3905,2866,24
4226,3956,19410,6
4227,3235,866,7
4228,1024,16147,87
4229,4689,10407,80
4230,1646,7106,75
4231,1194,512,30
4232,2511,2817,11
4233,2717,15929,56
4234,862,7985,65
4235,2423,17259,11
4236,4245,756,26
4237,2875,17333,45
4238,4759,16403,6
4239,4978,3712,60
4240,3255,6675,57
4241,4070,14071,57
4242,2140,16587,12
4243,683,7946,52
4244,4431,18192,99
4245,2203,15377,64
4246,2042,13443,48
4247,4555,10806,34
4248,209,4516,93
4249,291,6412,94
4250,1003,942,16
4251,961,3444,71
4252,1183,4436,66
4253,749,898,9
4254,4234,16196,33
4255,3711,3495,85
4256,736,6829,3
4257,1136,2716,95
4258,4231,18591,28
4259,2248,12023,45
4260,3965,3068,74
4261,3257,660,45
4262,3687,16148,76
4263,3394,8567,58
4264,4361,4404,60
4265,2530,4073,67
4266,1979,2325,65
4267,4066,14286,33
4268,3813,10315,85
4269,4226,14294,4
4270,4206,1676,8
4271,2111,8320,19
4272,3473,17014,20
4273,2243,1999,16
4274,2600,8126,11
4275,4681,16637,91
4276,1389,19672,81
4277,1547,4208,66
4278,3299,2269,4
4279,2043,10010,59
4280,3283,14726,52
4281,3316,16134,51
4282,3236,7231,77
4283,3418,11465,47
4284,2882,19928,89
4285,1090,875,18
4286,2253,16017,16
4287,325,19920,53
4288,876,6718,67
4289,2937,17624,34
4290,787,8995,87
4291,629,1585,40
4292,3542,13573,12
4293,2253,11871,32
4294,1394,18094,14
4295,1626,11726,62
4296,4874,10546,14
4297,2996,17151,30
4298,3203,19658,27
4299,2540,11541,9
4300,4235,4849,56
4301,3902,5465,70
4302,944,13992,32
4303,546,13836,6
4304,4015,17873,4
4305,3209,13184,89
4306,1334,17821,79
4307,326,7154,56
4308,4243,7842,71
4309,3059,2858,85
4310,1930,6860,97
4311,3879,4243,39
4312,286,7659,27
4313,2977,1018,35
4314,2635,17152,55
4315,2032,13425,46
4316,3024,15310,70
4317,948,16739,39
4318,2132,5975,58
4319,1352,4685,42
4320,1981,5661,91
4321,369,10080,65
4322,1730,10386,8
4323,4505,11965,5
4324,3303,11721,64
4325,1674,2835,2
4326,2992,4174,73
4327,1795,5076,36
4328,3358,15472,86
4329,3362,1000,32
4330,1545,8583,8
4331,319,8794,52
4332,152,16220,76
4333,1857,6043,91
4334,1766,19630,50
4335,2885,3776,70
4336,819,19969,25
4337,505,7113,15
4338,2394,12229,39
4339,171,1827,89
4340,2153,8272,50
4341,1329,11166,38
4342,1667,16789,54
4343,3782,19446,95
4344,3053,19320,35
4345,4582,6269,64
4346,798,14163,84
4347,926,6418,76
4348,448,17973,89
4349,4008,5055,44
4350,407,2894,8
4351,3516,1166,36
4352,2434,12855,86
4353,4961,2734,0
4354,4920,6835,65
4355,2909,18120,62
4356,3658,18507,42
4357,4578,18258,27
4358,3577,12003,99
4359,4720,6859,30
4360,2786,17060,68
4361,3085,14376,88
4362,375,3428,7
4363,2647,8117,33
4364,2864,8114,48
4365,436,4774,95
4366,2073,5471,57
4367,3079,8889,74
4368,4676,17852,46
4369,4068,3004,24
4370,1010,6506,2
4371,2096,8443,44
4372,3229,18153,51
4373,4304,18248,95
4374,3857,1423,98
4375,427,17354,95
4376,1899,10746,33
4377,414,12975,68
4378,3645,19838,91
4379,1234,18032,91
4380,2846,3586,7
4381,4976,15360,26
4382,1620,17513,79
4383,255,7907,62
4384,1824,1274,81
4385,3443,9209,24
4386,986,16811,57
4387,3173,1843,47
4388,2905,10661,0
4389,821,11919,7
4390,1012,8297,20
4391,3457,19783,97
4392,970,1434,87
4393,4208,2486,89
4394,597,14516,77
4395,1856,5965,28
4396,1217,10466,29
4397,3509,16221,2
4398,2928,2005,6
4399,1747,5863,99
4400,3083,16440,10
4401,242,11346,31
4402,2861,1510,58
4403,3535,15424,11
4404,4760,13982,78
4405,2531,9869,37
4406,4612,4357,23
4407,1948,10364,64
4408,2796,10620,17
4409,1817,11870,45
4410,3172,3053,55
4411,1167,15989,62
4412,2886,4889,6
4413,3891,17435,65
4414,1388,11589,39
4415,3971,9731,53
4416,1906,3551,30
4417,1604,5822,96
4418,3408,12289,51
4419,3051,3055,93
4420,171,17973,30
4421,1790,13267,33
4422,1444,958,6
4423,3403,16201,88
4424,3213,16566,15
4425,982,5221,21
4426,4334,12946,99
4427,2762,6804,52
4428,1604,14065,90
4429,2563,10699,16
4430,2653,2420,3
4431,832,13727,60
4432,1848,8194,98
4433,4024,6798,85
4434,523,7129,51
4435,3578,13219,34
4436,1691,5646,43
4437,4585,17887,14
4438,4537,19967,60
4439,4809,10806,43
4440,592,3089,20
4441,291,4810,76
4442,598,2741,46
4443,1356,14101,74
4444,2068,8211,48
4445,4422,1438,52
4446,2286,4801,26
4447,916,4470,30
4448,3320,4499,43
4449,1573,3908,31
4450,1186,14307,29
4451,4299,9462,17
4452,1974,17132,62
4453,970,13885,15
4454,4863,6450,34
4455,2142,3426,61
4456,372,8475,8
4457,1129,7466,61
4458,3318,9633,38
4459,4169,7087,50
4460,1151,5591,9
4461,4133,9485,51
4462,1673,17561,11
4463,3290,2061,71
4464,4488,9144,61
4465,3897,15285,2
4466,3389,4156,82
4467,3847,16639,10
4468,2205,709,7
4469,407,5483,89
4470,3459,7641,22
4471,3276,10618,9
4472,1351,16761,17
4473,2847,4466,75
4474,1617,10569,38
4475,1478,9318,25
4476,4991,11418,10
4477,2061,10150,9
4478,4405,19708,2
4479,2963,1750,61
4480,2756,5258,70
4481,2594,4863,60
4482,4667,2663,3
4483,4105,10315,60
4484,3663,2353,7
4485,1022,17637,12
4486,4332,2368,11
4487,4562,17065,34
4488,3059,18397,53
4489,283,16068,50
4490,3458,9594,42
4491,1498,5738,99
4492,2896,7589,65
4493,636,19440,14
4494,1373,5780,48
4495,3067,4744,33
4496,3149,2664,38
4497,1196,15649,25
4498,1405,14588,68
4499,1015,18905,47
4500,3181,3321,88
4501,4347,10973,50
4502,1128,14186,97
4503,2077,10262,3
4504,3454,6469,97
4505,2611,12678,26
4506,370,6668,41
4507,1286,17597,55
4508,4655,14596,92
4509,4300,7703,68
4510,3864,4045,17
4511,2498,1363,60
4512,4629,16648,3
4513,4335,18309,0
4514,4282,19188,49
4515,1811,1153,83
4516,2330,8629,69
4517,228,943,19
4518,1369,5606,19
4519,3772,4936,45
4520,1701,19741,26
4521,4865,9972,25
4522,4070,3539,31
4523,4344,8791,9
4524,727,10778,81
4525,3897,16785,11
4526,2144,14444,73
4527,3652,3237,87
4528,2441,2107,23
4529,3314,3453,50
4530,349,12673,37
4531,3025,6433,45
4532,1074,11886,88
4533,1425,15721,7
4534,1083,5182,54
4535,988,15353,77
4536,3037,11784,30
4537,2217,11654,87
4538,2772,9547,15
4539,1426,10838,19
4540,570,14823,37
4541,2087,5425,14
4542,190,6283,77
4543,629,12843,75
4544,4856,10417,33
4545,4159,10645,71
4546,4934,7223,18
4547,2873,17068,68
4548,1786,17405,90
4549,291,18132,62
4550,2086,13849,76
4551,3723,1502,31
4552,2285,6766,94
4553,4540,11830,36
4554,1108,15480,65
4555,3883,7517,6
4556,4398,9085,47
4557,4768,16511,10
4558,4387,18501,74
4559,2152,17544,86
4560,3408,6024,30
4561,1816,5750,43
4562,410,8012,44
4563,4638,819,71
4564,1360,10916,55
4565,4032,4100,31
4566,3368,5779,20
4567,684,18651,30
4568,2899,15994,0
4569,459,18682,76
4570,2966,12898,10
4571,2111,782,92
4572,4106,14530,67
4573,1725,15802,35
4574,2864,5666,78
4575,990,7621,58
4576,831,15177,66
4577,4061,16873,55
4578,4801,5396,50
4579,2604,17014,28
4580,714,1793,84
4581,3906,7457,1
4582,1819,16944,5
4583,4869,19095,30
4584,1687,10240,53
4585,1711,13059,87
4586,996,10473,39
4587,377,6776,16
4588,4747,8652,4
4589,1736,8473,1
4590,2258,15833,57
4591,2532,537,11
4592,4004,6490,4
4593,4956,5938,59
4594,3362,16235,40
4595,1549,11356,19
4596,4600,973,71
4597,1332,558,0
4598,4217,3136,55
4599,777,15334,69
4600,2758,16077,55
4601,2128,19498,53
4602,3858,7796,10
4603,4724,13170,2
4604,2137,10225,94
4605,2749,3174,27
4606,756,16296,4
4607,265,11565,89
4608,4691,11526,15
4609,689,2576,30
4610,4624,5287,27
4611,2921,7994,6
4612,4358,3081,8
4613,1362,16100,38
4614,171,14833,98
4615,3616,10904,42
4616,4850,11666,26
4617,3680,1432,75
4618,368,18547,88
4619,1876,9248,92
4620,2562,16077,94
4621,1368,15515,97
4622,1115,16608,32
4623,2822,1604,90
4624,1183,18154,55
4625,4201,13436,1
4626,506,10101,13
4627,3176,4146,12
4628,1085,15460,23
4629,3703,15378,68
4630,4585,18938,33
4631,809,9645,86
4632,2718,18726,18
4633,4949,3302,29
4634,1511,16865,48
4635,4721,6605,42
4636,1585,19444,15
4637,3050,19921,51
4638,4751,3249,97
4639,3034,17474,48
4640,4214,18252,10
4641,4770,10681,77
4642,1103,1861,46
4643,2566,4273,78
4644,2566,13995,34
4645,2038,2564,70
4646,2039,19299,28
4647,1735,19835,53
4648,1798,6116,85
4649,4627,8475,22
4650,2191,11460,23
4651,1995,15824,98
4652,4340,6743,9
4653,3498,10060,60
4654,1173,15184,7
4655,2502,8830,47
4656,4995,5423,75
4657,3312,6967,92
4658,4137,6576,28
4659,1251,8501,86
4660,2545,15803,25
4661,2056,18199,36
4662,4658,16957,95
4663,4007,9175,51
4664,907,12803,37
4665,286,18433,5
4666,4927,18243,7
4667,4624,15628,16
4668,1407,18780,75
4669,2384,7159,61
4670,4966,5746,85
4671,857,7467,77
4672,4331,7161,33
4673,4987,12916,18
4674,3954,1010,69
4675,4366,9114,81
4676,2306,2932,99
4677,3658,2406,36
4678,1680,16054,37
4679,1061,16948,14
4680,3947,5428,39
4681,3675,5210,8
4682,975,12040,52
4683,2518,6624,69
4684,4298,8337,65
4685,1101,16083,79
4686,3484,17684,51
4687,4166,6609,0
4688,2945,10409,29
4689,1581,7159,96
4690,3401,1738,0
4691,757,15564,38
4692,2880,6120,15
4693,522,1986,16
4694,3781,5181,81
4695,4366,11990,21
4696,2810,4970,85
4697,552,12223,98
4698,2497,14388,30
4699,2075,7677,39
4700,1757,13701,26
4701,2641,5941,35
4702,3175,18724,3
4703,3264,12219,68
4704,3066,5897,24
4705,2153,2121,94
4706,387,18445,77
4707,3317,18300,29
4708,3954,4690,46
4709,1547,5554,11
4710,707,1630,26
4711,4652,14571,44
4712,1864,12436,87
4713,1325,2618,62
4714,1335,1163,54
4715,1129,19518,29
4716,2771,16235,81
4717,4062,19658,13
4718,4642,10263,55
4719,3277,18407,18
4720,3822,8553,85
4721,1575,17871,25
4722,2996,4345,70
4723,908,13996,91
4724,1078,6801,37
4725,2563,12385,68
4726,825,16982,35
4727,2601,2788,17
4728,3462,8296,56
4729,1316,7763,77
4730,4151,13277,22
4731,2297,9270,13
4732,2906,7885,95
4733,878,15362,68
4734,1072,8964,21
4735,2910,5381,27
4736,2223,16518,42
4737,698,16191,75
4738,3441,9867,17
4739,324,913,99
4740,940,18434,94
4741,1914,15214,76
4742,4909,7641,83
4743,1206,13682,35
4744,224,16725,6
4745,3346,2446,22
4746,3031,691,33
4747,4225,16924,95
4748,3071,14675,20
4749,2117,10551,69
4750,2515,6392,79
4751,4690,3949,98
4752,3196,8827,46
4753,1709,6409,52
4754,817,12893,83
4755,3661,2441,40
4756,1116,4721,74
4757,3665,7043,31
4758,4801,18442,13
4759,4570,14512,87
4760,2060,2621,94
4761,1148,17912,16
4762,1457,12226,24
4763,3526,6156,63
4764,215,9467,72
4765,2195,19922,85
4766,1901,16264,47
4767,2246,16373,34
4768,1720,11579,36
4769,4880,18762,54
4770,3050,2771,16
4771,3892,2107,27
4772,3041,16179,0
4773,1077,17489,52
4774,3166,4165,72
4775,883,16808,54
4776,340,6352,60
4777,1653,5962,12
4778,4678,19028,46
4779,1112,4770,63
4780,286,16197,31
4781,1981,18260,27
4782,4686,3962,52
4783,530,15974,30
4784,338,847,7
4785,2445,16884,71
4786,175,562,97
4787,1456,2283,86
4788,2430,8917,73
4789,4786,7066,24
4790,2002,17926,32
4791,4113,11372,67
4792,4770,15818,6
4793,2159,1734,96
4794,240,2484,65
4795,1889,18478,45
4796,3726,2452,95
4797,116,18579,4
4798,4448,17838,16
4799,564,3791,75
4800,4571,9048,51
4801,1927,15004,11
4802,3128,12287,61
4803,619,1468,34
4804,189,17125,61
4805,4915,4734,20
4806,2951,8838,84
4807,2943,7849,65
4808,4825,13868,52
4809,1984,15701,20
4810,4271,16570,14
4811,1025,9234,74
4812,3834,9383,73
4813,1069,1525,81
4814,1194,12697,22
4815,3295,3859,30
4816,1504,5757,53
4817,3464,3451,54
4818,4390,7889,25
4819,4082,15166,52
4820,4423,15452,65
4821,4113,19439,38
4822,4656,14727,6
4823,4813,18034,87
4824,3192,16124,38
4825,4259,2235,31
4826,2174,17922,25
4827,384,6869,86
4828,1287,7627,77
4829,4069,3412,28
4830,3065,15964,24
4831,4419,13106,55
4832,883,1742,30
4833,1049,16136,65
4834,4039,10608,1
4835,144,8598,86
4836,1910,3912,46
4837,4666,19383,74
4838,2181,12132,28
4839,3598,13731,98
4840,929,15683,48
4841,2009,7660,72
4842,2681,18097,31
4843,791,11623,29
4844,4119,17302,14
4845,1031,5460,61
4846,3506,1288,77
4847,247,18755,16
4848,1132,13850,21
4849,1411,18909,29
4850,487,2946,80
4851,3221,16683,15
4852,1973,9252,51
4853,3688,19535,7
4854,1015,13940,63
4855,1978,12596,38
4856,3848,17423,30
4857,377,6999,11
4858,2077,15267,32
4859,1959,11837,57
4860,3136,16319,11
4861,3471,16284,24
4862,4813,19642,37
4863,2282,5811,47
4864,4775,11952,81
4865,1270,15074,82
4866,589,18779,54
4867,2625,16452,2
4868,1282,3000,98
4869,4579,15218,68
4870,4358,3329,34
4871,2588,547,50
4872,1976,2864,26
4873,2562,13364,36
4874,1730,8677,84
4875,387,13847,15
4876,4382,8431,91
4877,2007,19686,24
4878,1261,13341,32
4879,229,12344,61
4880,2463,9094,16
4881,243,13918,42
4882,115,2586,29
4883,344,10919,40
4884,1026,12102,3
4885,3278,11682,65
4886,2276,13335,59
4887,986,18033,8
4888,440,16946,30
4889,2151,3653,88
4890,3498,9700,99
4891,4050,10723,68
4892,405,10773,23
4893,1007,1251,23
4894,2754,9349,92
4895,3892,17584,44
4896,4142,16720,94
4897,1471,10848,36
4898,420,18424,57
4899,4754,19916,82
4900,4159,6667,22
4901,1231,6864,34
4902,2678,2483,62
4903,4142,15129,5
4904,3467,16788,5
4905,917,11773,29
4906,111,8148,0
4907,294,8394,62
4908,2637,13805,7
4909,2942,13425,27
4910,2329,19198,88
4911,3109,10827,32
4912,4851,18533,52
4913,2177,11911,37
4914,3967,7400,51
4915,4973,16637,77
4916,543,4300,10
4917,397,2978,1
4918,944,10467,52
4919,1115,10658,93
4920,1484,7554,93
4921,1497,6559,67
4922,653,10459,76
4923,2450,12507,6
4924,4616,8933,66
4925,1369,6709,8
4926,1360,7615,77
4927,284,13568,62
4928,4663,19140,10
4929,2510,3868,36
4930,4531,16628,13
4931,2309,3327,18
4932,3772,16490,7
4933,4783,2987,6
4934,1981,13847,58
4935,4396,16777,62
4936,621,2143,6
4937,1987,18096,54
4938,2652,519,2
4939,3909,1175,66
4940,4983,17492,17
4941,4255,16945,44
4942,4773,9957,96
4943,4516,1654,91
4944,3579,10320,35
4945,1509,10318,15
4946,1794,4216,78
4947,4764,5742,28
4948,626,5522,58
4949,2760,18326,17
4950,2272,2153,48
4951,379,3002,45
4952,3064,17165,82
4953,4077,14586,28
4954,2769,3903,69
4955,2993,1735,49
4956,1851,13649,54
4957,4081,14896,26
4958,4869,14930,6
4959,2461,17669,90
4960,4527,14364,82
4961,4231,16006,80
4962,1808,12009,40
4963,2786,3694,10
4964,2995,5289,4
4965,4635,11138,65
4966,2876,5850,55
4967,1219,1033,11
4968,3088,4163,41
4969,4359,629,74
4970,4343,13063,9
4971,294,19843,27
4972,762,2358,6
4973,579,16235,13
4974,4318,12842,76
4975,1523,4149,68
4976,2808,11478,60
4977,3275,19981,50
4978,3914,5360,41
4979,2114,9912,7
4980,3889,9333,49
4981,4905,14635,0
4982,2543,1223,68
4983,1011,1237,10
4984,3313,14379,47
4985,2464,1799,9
4986,3729,839,14
4987,3572,652,46
4988,780,10113,92
4989,4751,14255,24
4990,709,16482,5
4991,2256,19935,10
4992,3966,926,16
4993,471,9827,14
4994,715,19256,15
4995,2353,12021,55
4996,4238,17833,65
4997,964,1873,35
4998,1368,7582,82
4999,884,10393,37
5000,4671,19366,84
5001,4278,8093,74
5002,2337,9995,2
5003,4154,17254,97
5004,4995,8337,17
5005,1035,11672,78
5006,4080,19180,88
5007,2438,10817,53
5008,425,11434,78
