TICKET MEDIO,GASTO MENSAL,SCORE SERASA,cluster
1411,2921,29,g2
2399,11447,84,g2
3436,1717,20,g3
2047,2974,33,g3
1019,1429,72,g2
2144,8458,97,g2
518,2002,49,g2
1849,920,75,g3
2942,14080,46,g1
1199,16340,84,g2
3492,6330,83,g3
2872,18333,5,g1
2580,6311,49,g3
1645,9119,99,g2
1170,14027,62,g2
1950,16723,11,g1
4298,606,40,g3
3039,4549,30,g3
2003,8789,1,g2
778,2403,15,g2
1088,11993,0,g2
2575,5876,3,g3
1707,542,46,g3
2969,2077,64,g3
1602,12882,51,g2
1889,6385,46,g2
1525,9076,98,g2
2540,13606,76,g1
2142,12163,49,g2
1378,4077,44,g2
2694,16642,41,g1
4789,5744,94,g3
2536,2634,83,g3
3903,4392,55,g3
2305,4821,70,g3
1127,6276,56,g2
3639,11084,32,g1
3583,16619,27,g1
2341,6328,43,g3
2865,795,55,g3
1273,913,43,g3
3330,10687,83,g1
3450,14816,95,g1
503,7168,72,g2
2825,15844,33,g1
3482,8695,13,g3
4263,17061,67,g1
187,4854,28,g2
1258,5982,78,g2
4373,16576,16,g1
2957,15876,82,g1
1481,3771,8,g2
4781,11174,26,g1
2164,5892,48,g3
2474,17173,78,g1
417,14809,36,g2
1602,17291,27,g2
2142,1193,49,g3
4698,1669,54,g3
2122,9123,3,g2
218,8282,84,g2
809,14356,97,g2
3657,9674,18,g3
4240,11852,36,g1
4509,19928,3,g1
3350,6030,36,g3
517,5492,50,g2
2703,3812,31,g3
3954,13565,44,g1
1201,4818,11,g2
4521,14559,40,g1
3528,2188,55,g3
2361,967,79,g3
4269,10037,13,g1
3734,2922,53,g3
608,15104,62,g2
2479,5221,64,g3
3264,9703,57,g3
787,8041,95,g2
4852,10369,20,g1
1392,15285,3,g2
4005,14179,72,g1
3175,13042,45,g1
3309,18370,85,g1
424,14961,11,g2
2093,11538,29,g2
4076,12752,93,g1
4912,10270,95,g1
2870,4249,59,g3
4472,12317,99,g1
2683,3003,70,g3
3657,8355,80,g3
3687,13878,64,g1
251,11829,13,g2
1054,11601,43,g2
4454,17283,25,g1
2471,12649,90,g1
1291,15119,15,g2
787,18423,6,g2
409,15485,31,g2
1602,15526,88,g2
3227,8928,94,g3
4668,9619,15,g3
3467,4624,77,g3
3495,19279,88,g1
913,16875,61,g2
945,949,29,g2
1264,17263,70,g2
4862,15534,11,g1
1867,9942,66,g2
454,13143,90,g2
1972,2801,45,g3
2124,8210,82,g2
2917,6292,42,g3
3932,10159,54,g1
4375,7716,44,g3
165,12212,59,g2
4366,5405,70,g3
4190,16266,79,g1
2621,6499,31,g3
2681,17483,7,g1
1490,7788,76,g2
1230,11766,61,g2
2586,16086,74,g1
934,2067,19,g2
326,15610,17,g2
3615,16582,5,g1
4637,1594,83,g3
2543,11635,95,g1
827,14008,28,g2
3786,12845,3,g1
3722,10184,70,g1
1136,6691,42,g2
1932,18342,83,g1
2840,8546,33,g3
592,5434,99,g2
1648,14538,70,g2
1243,1854,32,g3
4057,6973,14,g3
3507,13294,95,g1
739,3463,85,g2
272,15003,39,g2
4454,3542,92,g3
4059,7473,88,g3
616,7639,4,g2
622,11726,77,g2
2017,7430,49,g2
2986,15262,98,g1
2264,18616,65,g1
2029,5840,88,g3
4045,5611,53,g3
2309,3581,79,g3
3883,8302,45,g3
2690,9962,79,g3
4176,16080,10,g1
1193,18413,48,g2
3980,17965,98,g1
2594,8494,22,g3
2679,4031,54,g3
2588,9843,4,g3
2885,1216,63,g3
2858,6729,34,g3
1674,17088,92,g2
2473,12521,68,g1
4090,11801,53,g1
4945,4594,2,g3
1193,10024,5,g2
1289,10541,86,g2
2789,8603,55,g3
4195,18902,1,g1
1975,15590,81,g2
3506,16415,93,g1
1887,9209,37,g2
4032,1938,55,g3
1707,18936,4,g1
3848,15529,45,g1
148,5017,10,g2
3961,19196,64,g1
2280,11405,9,g2
3146,1744,40,g3
2933,2916,43,g3
1497,15793,89,g2
3926,6990,32,g3
4674,12183,90,g1
931,6339,55,g2
2797,15350,11,g1
4877,12670,1,g1
2835,12467,0,g1
181,5509,64,g2
186,18466,32,g2
2163,14812,85,g1
921,9424,75,g2
262,16421,35,g2
3839,19311,20,g1
2497,6221,83,g3
2032,8923,35,g2
2828,5430,25,g3
3635,4853,46,g3
3546,8332,94,g3
2890,17286,0,g1
2807,16948,37,g1
4033,19121,13,g1
3485,8270,89,g3
1022,17056,45,g2
2275,15594,41,g1
1682,8435,6,g2
664,3175,54,g2
3358,11740,55,g1
2697,4505,75,g3
2600,7044,62,g3
4666,17832,23,g1
1087,14888,82,g2
3736,15459,72,g1
323,2194,98,g2
450,15253,3,g2
2028,17026,41,g1
448,6501,95,g2
4377,7152,69,g3
4832,15485,27,g1
1117,5081,91,g2
2326,5587,39,g3
4967,1960,50,g3
4224,4387,28,g3
2519,15378,41,g1
1993,8984,68,g2
3140,10335,4,g1
2168,16143,40,g1
1225,11410,60,g2
3217,17721,54,g1
4261,6346,27,g3
4142,8963,40,g3
4533,13836,8,g1
2270,2869,28,g3
546,14492,77,g2
2758,1382,37,g3
3462,3671,61,g3
2818,2540,53,g3
3583,6872,51,g3
3044,8062,33,g3
4476,12276,36,g1
695,6400,48,g2
2086,8465,41,g2
2850,8965,13,g3
1174,1089,81,g3
4069,5563,32,g3
4405,18874,97,g1
4321,16740,91,g1
4687,1758,99,g3
3680,14098,86,g1
3107,3366,16,g3
1069,17455,74,g2
680,9236,31,g2
2924,13204,78,g1
4101,1137,67,g3
1311,5382,38,g2
329,16328,93,g2
4384,4172,9,g3
3285,12829,86,g1
601,15467,23,g2
2232,5211,99,g3
148,13735,57,g2
3666,659,68,g3
3155,10644,63,g1
788,15293,18,g2
486,10423,7,g2
1069,6438,70,g2
3560,11854,39,g1
1105,10424,12,g2
3152,1080,26,g3
3517,4974,81,g3
2402,10441,87,g2
2383,7573,1,g3
1707,10162,15,g2
4466,5559,13,g3
222,13957,16,g2
1380,4828,59,g2
3827,18278,69,g1
358,1421,98,g2
1047,3273,16,g2
624,4962,44,g2
987,7233,37,g2
307,12274,63,g2
3482,9810,5,g3
2894,2365,59,g3
248,17608,48,g2
537,1211,20,g2
2302,8210,98,g3
3849,13946,22,g1
3261,13894,75,g1
4001,890,56,g3
4553,9762,63,g3
3345,4987,28,g3
4651,11120,26,g1
2923,14070,5,g1
4824,6566,20,g3
3370,4994,70,g3
585,4072,40,g2
299,13170,79,g2
4566,16439,4,g1
2082,16760,14,g1
1571,10749,20,g2
4443,2811,57,g3
4983,11571,3,g1
2411,7273,68,g3
3473,7405,6,g3
2178,4142,34,g3
1621,6838,35,g2
704,16846,14,g2
3948,19493,91,g1
3442,10122,1,g1
1517,16155,56,g2
4697,10605,4,g1
3975,6740,70,g3
3033,15297,85,g1
648,8306,94,g2
938,1257,31,g2
3915,6720,71,g3
947,10604,40,g2
4809,14816,41,g1
4607,9826,74,g3
4873,9456,64,g3
4354,19609,39,g1
4568,3997,82,g3
2372,10364,37,g2
3420,9274,41,g3
2658,14539,36,g1
4798,2321,55,g3
4411,18069,70,g1
2096,13217,54,g2
3773,18521,88,g1
1664,10872,53,g2
4118,8880,21,g3
1940,2246,26,g3
3391,6297,46,g3
2987,16783,37,g1
826,8589,38,g2
1344,19504,14,g2
3560,12637,65,g1
3818,8097,60,g3
1165,6607,59,g2
4871,3293,7,g3
382,11638,43,g2
1181,3000,42,g2
3985,13638,5,g1
2981,8861,83,g3
2684,5425,26,g3
3070,17964,44,g1
1252,4953,22,g2
3597,19132,80,g1
1047,15279,12,g2
4860,12600,67,g1
1817,15662,83,g2
166,1825,63,g2
736,11869,24,g2
413,10840,85,g2
3497,13908,51,g1
664,18572,47,g2
1701,19869,60,g1
925,18960,16,g2
3770,1961,39,g3
1125,10094,74,g2
2351,572,88,g3
4857,6530,68,g3
904,19680,84,g2
2551,8217,25,g3
4731,13831,79,g1
1491,14436,55,g2
1335,19377,39,g2
4132,4076,84,g3
3380,8600,95,g3
4823,14112,67,g1
4944,6228,7,g3
3649,532,72,g3
4300,11386,44,g1
4241,14578,16,g1
1454,4873,40,g2
1936,14968,76,g2
2992,13537,8,g1
2596,14961,69,g1
2683,2892,90,g3
2658,11563,23,g1
3718,19561,72,g1
1659,18285,10,g2
1607,1317,34,g3
4171,6703,28,g3
2163,2938,7,g3
3742,18094,16,g1
2100,7141,70,g3
1394,17483,11,g2
4165,14526,78,g1
2852,18730,92,g1
1853,18771,49,g1
4310,17563,23,g1
1703,2335,36,g3
1422,12722,77,g2
2541,2677,10,g3
1198,8642,98,g2
1605,648,80,g3
1226,18379,58,g2
396,13605,54,g2
3149,2244,26,g3
2325,2146,66,g3
4454,19879,59,g1
3887,10364,1,g1
2196,14166,67,g2
3709,4167,17,g3
2308,17460,19,g1
275,11787,84,g2
2602,16802,62,g1
4099,13510,77,g1
1767,5279,71,g2
4471,8687,1,g3
2645,13529,89,g1
775,3472,82,g2
1923,18929,41,g1
1456,11640,27,g2
3172,18511,28,g1
3359,15347,68,g1
646,14923,27,g2
2183,1988,59,g3
2140,9627,89,g2
4634,10406,4,g1
1852,2302,14,g3
1715,16127,72,g2
1949,4020,31,g3
2742,6396,51,g3
1700,15744,89,g2
3496,3811,36,g3
4502,19189,14,g1
3705,18851,40,g1
3899,8509,3,g3
718,12406,52,g2
1232,12727,99,g2
2215,5962,83,g3
2439,13560,26,g1
2839,3958,20,g3
4376,4230,59,g3
1587,8047,85,g2
1657,527,63,g3
2213,16008,70,g1
1144,6923,46,g2
2531,12953,53,g1
1682,18057,30,g2
1408,17222,16,g2
701,9760,49,g2
1720,16361,6,g2
4980,17725,82,g1
4866,12976,27,g1
200,13438,9,g2
4371,17177,26,g1
337,10549,12,g2
4125,18531,65,g1
3018,6114,85,g3
2642,12183,83,g1
2103,12187,59,g2
1637,4301,42,g3
854,8780,68,g2
3468,7876,62,g3
2358,10648,69,g2
3765,14560,98,g1
4335,17783,64,g1
640,2244,98,g2
369,19137,66,g2
3560,12353,53,g1
3508,15163,35,g1
605,2133,70,g2
1229,8649,92,g2
2179,15171,14,g1
3245,5201,74,g3
3342,13849,17,g1
461,1513,3,g2
3820,16779,87,g1
1556,3799,10,g2
4167,2006,5,g3
4295,5303,50,g3
1781,17861,57,g1
1152,18701,59,g2
2609,15260,17,g1
4827,11326,78,g1
781,14321,66,g2
4032,13507,16,g1
2229,16286,96,g1
4949,9640,33,g3
4116,7298,29,g3
3402,17357,18,g1
819,1067,8,g2
174,12124,39,g2
1393,12715,43,g2
2022,8466,94,g2
4257,19142,58,g1
419,8620,90,g2
2249,16779,24,g1
1552,11836,70,g2
1655,4810,52,g2
4307,13687,47,g1
3132,14589,70,g1
560,2482,83,g2
986,1596,52,g2
3633,14082,48,g1
4036,6997,42,g3
1215,14045,99,g2
1175,12082,18,g2
3976,15878,65,g1
4715,11364,33,g1
2024,19303,80,g1
1026,4779,87,g2
4752,17557,72,g1
2381,19686,53,g1
1155,7812,0,g2
4774,15940,91,g1
641,2869,54,g2
2261,16692,14,g1
2351,17950,84,g1
1152,5932,14,g2
4669,1187,22,g3
2844,13675,65,g1
3969,568,45,g3
4581,10795,99,g1
4257,7274,8,g3
4710,17303,65,g1
4625,12690,65,g1
4775,11289,17,g1
1660,7391,16,g2
3862,10816,71,g1
1264,939,97,g3
2822,18092,33,g1
2458,19447,68,g1
570,7966,63,g2
1516,18137,43,g2
1568,3709,28,g3
908,4049,61,g2
271,17498,91,g2
4226,3578,15,g3
4242,3990,77,g3
4325,4043,51,g3
2499,18784,1,g1
1745,7251,60,g2
157,15406,3,g2
1229,18596,51,g2
1453,14925,40,g2
867,19213,51,g2
3995,12311,30,g1
782,18078,25,g2
3554,7281,26,g3
2108,18262,50,g1
3242,16063,97,g1
1890,15297,94,g2
1577,17633,47,g2
985,800,10,g2
4006,5195,7,g3
4592,12674,11,g1
1638,16722,98,g2
2173,17161,44,g1
412,11250,33,g2
910,7807,76,g2
2335,19045,90,g1
2957,14318,71,g1
2863,1889,46,g3
2132,9382,20,g2
1607,10540,40,g2
4645,6641,74,g3
2670,13610,21,g1
1994,6469,20,g2
2805,13662,27,g1
696,9631,66,g2
2247,5537,70,g3
715,15193,13,g2
1047,2951,78,g2
4751,524,72,g3
4473,6462,51,g3
3864,3056,42,g3
2113,16944,70,g1
3797,8175,75,g3
590,17006,18,g2
4450,6116,26,g3
2528,10794,17,g2
641,18070,12,g2
1387,14510,0,g2
1733,13894,84,g2
3026,10422,33,g1
1452,4589,12,g2
4476,14948,50,g1
1398,2972,86,g3
4968,10969,0,g1
4067,7950,86,g3
4523,3464,27,g3
2358,8604,31,g3
4747,18194,71,g1
2173,2712,54,g3
801,9954,25,g2
2019,7292,13,g2
2560,10054,87,g3
4362,9203,92,g3
4364,13719,67,g1
4424,15899,62,g1
466,18729,81,g2
627,8160,13,g2
4986,2202,26,g3
3818,17274,40,g1
3709,17538,2,g1
4035,4771,93,g3
4719,9455,58,g3
2253,11959,99,g2
2008,7174,22,g2
3112,17969,17,g1
4328,5946,73,g3
3122,2463,75,g3
3583,10477,40,g1
2820,10966,7,g1
1870,5677,31,g2
4213,11660,80,g1
1877,5072,40,g3
4312,8043,44,g3
897,9407,77,g2
3315,17126,8,g1
3888,7010,89,g3
3076,17721,47,g1
3837,3823,23,g3
1811,19837,86,g1
852,10037,94,g2
2569,11115,43,g1
4069,1932,57,g3
1492,8155,65,g2
2705,8931,17,g3
777,8830,79,g2
205,11885,28,g2
3387,9111,74,g3
4853,14372,1,g1
2046,17187,77,g1
1195,2662,67,g2
1882,6986,97,g2
4641,4602,38,g3
3357,16448,72,g1
2097,10918,40,g2
4969,1668,70,g3
1661,915,80,g3
4106,11405,86,g1
1775,13932,74,g2
1222,5743,21,g2
4081,17033,81,g1
1401,6399,48,g2
1043,1338,27,g2
4650,6644,15,g3
1045,10388,67,g2
700,13031,61,g2
2800,16435,35,g1
4920,7966,21,g3
1517,15595,10,g2
1624,11693,84,g2
3866,1820,79,g3
350,13764,41,g2
1644,12727,54,g2
178,18407,72,g2
3223,5734,34,g3
997,12570,56,g2
4976,6644,33,g3
325,1052,72,g2
1309,17365,76,g2
4998,16469,69,g1
4937,1099,3,g3
2278,15598,45,g1
2779,15300,91,g1
2985,9856,10,g3
2906,13370,97,g1
803,12924,60,g2
2644,2482,34,g3
2470,18518,68,g1
3381,8330,56,g3
4810,3497,10,g3
428,17570,11,g2
4328,12106,42,g1
220,2259,18,g2
1064,7523,76,g2
4324,14392,67,g1
3775,19364,77,g1
2176,15909,58,g1
432,10029,1,g2
3468,614,7,g3
1416,12649,21,g2
1296,17452,76,g2
3270,16201,20,g1
1529,10245,84,g2
455,3189,91,g2
4334,3488,96,g3
1626,3651,28,g3
3997,12219,85,g1
128,16158,89,g2
1113,19899,74,g2
2802,9513,74,g3
927,6845,97,g2
4546,4074,82,g3
2124,8338,36,g2
398,18492,77,g2
1965,17443,28,g1
4116,13829,82,g1
2211,15323,36,g1
854,6065,20,g2
869,4935,87,g2
3835,6150,89,g3
1338,18765,11,g2
2313,7936,47,g3
2006,4208,82,g3
1664,14951,46,g2
1318,2209,93,g3
4701,10453,14,g1
1457,2192,66,g3
3939,16023,12,g1
1560,14822,58,g2
4085,9937,72,g3
1516,625,12,g3
2953,13444,79,g1
4956,1699,77,g3
1528,6592,71,g2
4478,16875,18,g1
4574,3211,56,g3
4393,9682,31,g3
3162,6495,98,g3
3171,8682,86,g3
655,6002,20,g2
455,13420,81,g2
1663,19382,13,g1
3600,3065,79,g3
1140,11289,23,g2
2786,5524,48,g3
4574,1531,31,g3
4875,1741,74,g3
2653,2242,10,g3
1879,6209,59,g2
175,15239,67,g2
4426,12330,60,g1
3419,14278,89,g1
2449,8660,4,g3
2873,12875,35,g1
2362,4903,96,g3
3329,5397,63,g3
2216,663,77,g3
492,3810,31,g2
1208,17879,70,g2
4462,15491,73,g1
710,18761,65,g2
2875,18232,9,g1
4098,2751,98,g3
772,11592,20,g2
3777,7090,39,g3
130,8158,41,g2
1500,17316,71,g2
4171,5747,45,g3
716,8215,81,g2
4734,4317,72,g3
2886,17954,40,g1
970,5100,93,g2
4296,10482,3,g1
3704,1494,98,g3
1512,5231,13,g2
2839,8170,13,g3
1040,17841,52,g2
440,8787,83,g2
3008,19038,28,g1
4233,17515,22,g1
759,12376,84,g2
2133,17581,30,g1
1660,16915,95,g2
3557,16352,70,g1
1756,13990,76,g2
3075,6062,60,g3
1149,9240,22,g2
553,2748,7,g2
1804,6692,75,g2
2884,10395,99,g3
918,6906,15,g2
4968,1656,25,g3
112,14818,28,g2
4079,9035,92,g3
1020,5795,5,g2
2518,12764,36,g1
1414,6654,32,g2
3777,19132,94,g1
2117,9636,45,g2
1328,13713,60,g2
4892,12572,40,g1
2534,10742,17,g2
2968,3785,94,g3
2615,10022,15,g3
1538,2503,50,g3
4264,10479,36,g1
3643,10938,13,g1
3275,14727,67,g1
1881,4172,29,g3
2363,7958,59,g3
2069,19039,52,g1
311,3979,96,g2
607,15387,35,g2
431,551,29,g2
650,2659,63,g2
1041,4890,13,g2
827,16580,22,g2
2962,2612,47,g3
3343,13252,27,g1
748,15093,6,g2
2837,15839,41,g1
2847,1854,9,g3
1109,6120,67,g2
1650,4254,43,g3
903,17093,12,g2
4180,16667,84,g1
4409,737,32,g3
4364,9027,91,g3
3501,8575,86,g3
4341,18460,31,g1
4711,9191,47,g3
3261,10256,4,g1
4648,4040,60,g3
4255,9827,89,g3
627,11040,89,g2
3398,7757,2,g3
1123,17033,23,g2
3834,12220,97,g1
532,2124,33,g2
1276,8161,83,g2
500,19458,93,g2
2204,8029,41,g2
3150,14154,19,g1
2333,2608,40,g3
2545,4447,81,g3
4800,8399,19,g3
2935,13872,5,g1
2613,5414,56,g3
1873,7167,41,g2
1196,2763,24,g2
1028,4315,40,g2
2051,1077,40,g3
2073,15529,2,g1
1654,17306,42,g2
2878,3263,45,g3
4521,18113,56,g1
1094,16145,82,g2
712,9445,73,g2
2693,17571,50,g1
695,17606,4,g2
941,14354,85,g2
4539,17630,72,g1
958,3212,96,g2
544,17591,14,g2
1888,16357,87,g2
4417,9126,93,g3
3554,13568,99,g1
4052,17367,38,g1
4787,15219,69,g1
1130,2033,78,g2
1395,17053,37,g2
2163,17904,38,g1
1547,7593,51,g2
2145,13656,85,g2
4719,17731,2,g1
2950,14285,28,g1
3924,16091,92,g1
2168,15194,30,g1
3861,3846,65,g3
2375,4513,98,g3
1908,531,44,g3
1411,11656,72,g2
4155,10804,21,g1
2551,8377,82,g3
1189,6670,9,g2
1772,12578,20,g2
3775,2815,16,g3
4632,565,66,g3
4454,12920,6,g1
2103,18812,35,g1
4298,8033,66,g3
4964,14704,76,g1
1224,15817,29,g2
1321,15957,86,g2
2960,17468,70,g1
2373,5744,93,g3
3090,8654,28,g3
2610,18632,71,g1
336,19088,73,g2
1244,12322,32,g2
3353,2392,58,g3
3882,7518,19,g3
866,11121,92,g2
2781,19977,28,g1
2765,1473,52,g3
1859,11334,84,g2
3591,7115,0,g3
2915,4829,33,g3
3613,1977,43,g3
595,7829,95,g2
3280,6944,13,g3
4030,16885,36,g1
2172,11906,34,g2
437,7343,58,g2
4049,6472,23,g3
3208,15795,64,g1
1917,5605,5,g3
236,11431,67,g2
2655,8202,37,g3
4515,19798,0,g1
1015,14636,40,g2
3638,3099,30,g3
2200,2735,35,g3
3007,19683,72,g1
3014,5973,53,g3
2082,518,86,g3
3970,1358,30,g3
4628,5880,28,g3
3667,3532,84,g3
1098,19415,2,g2
2247,7971,57,g3
4794,5219,89,g3
495,13443,60,g2
3698,5363,5,g3
4610,4538,19,g3
1038,19336,60,g2
1736,3346,45,g3
2824,8564,12,g3
2610,11894,22,g1
4736,7122,78,g3
1749,12795,30,g2
3790,12282,3,g1
3535,1659,74,g3
3301,5126,65,g3
4279,4222,15,g3
4466,12130,30,g1
2391,11774,47,g2
4583,15388,42,g1
313,7089,3,g2
3337,15973,61,g1
3962,2743,47,g3
158,8677,27,g2
3030,2260,15,g3
3071,16702,88,g1
1627,5942,76,g2
222,19559,68,g2
3819,15465,29,g1
1536,3736,64,g3
1262,16111,68,g2
3400,8735,13,g3
3445,16329,74,g1
2586,9180,33,g3
661,11840,55,g2
4081,9648,28,g3
1837,10806,81,g2
1004,17999,78,g2
3654,18665,24,g1
4590,11518,93,g1
1826,18760,65,g1
3023,11642,39,g1
3631,19634,90,g1
4006,10046,14,g1
1034,3776,31,g2
174,17332,19,g2
394,16508,52,g2
120,4672,77,g2
3342,13683,90,g1
1138,13336,66,g2
4755,9489,48,g3
1209,14240,66,g2
3871,13602,76,g1
471,15857,88,g2
1274,19066,81,g2
1264,16113,0,g2
1192,3826,38,g2
1383,1219,60,g3
2111,18406,54,g1
945,1569,68,g2
2091,8249,1,g2
620,13435,93,g2
4566,5387,16,g3
4296,11767,28,g1
4856,19040,3,g1
342,8444,72,g2
2900,16434,63,g1
4707,13247,84,g1
2996,11005,42,g1
2702,13949,75,g1
2373,12197,11,g2
1641,4639,49,g2
2865,15721,67,g1
2214,7587,60,g3
4591,1132,91,g3
4807,2699,72,g3
3183,15048,50,g1
1957,11755,95,g2
869,19794,76,g2
1522,17506,97,g2
506,6573,82,g2
3072,17244,77,g1
1972,11059,4,g2
2794,16597,90,g1
2369,8901,27,g2
4849,12159,89,g1
1281,9622,9,g2
1539,14394,87,g2
3153,1377,80,g3
3433,14275,51,g1
2997,11191,79,g1
3003,16610,16,g1
328,3023,64,g2
4059,13043,20,g1
1993,6770,53,g2
1413,5588,48,g2
1170,8064,21,g2
1074,7566,68,g2
1838,7045,63,g2
3385,2821,35,g3
857,13632,20,g2
3195,8830,55,g3
420,8794,72,g2
2421,14053,90,g1
655,5833,47,g2
1486,8358,75,g2
4863,5889,17,g3
3147,18732,98,g1
2527,3705,14,g3
2104,2661,43,g3
2030,18348,93,g1
4941,1143,44,g3
4870,15486,96,g1
2263,12128,35,g2
3967,5851,39,g3
2526,5053,50,g3
3893,7018,29,g3
2613,6223,25,g3
3903,8446,84,g3
2427,1110,30,g3
717,4802,55,g2
2265,2043,60,g3
3408,1966,16,g3
1092,9608,80,g2
1477,15156,97,g2
4481,6736,23,g3
3274,14219,96,g1
4882,18065,3,g1
1405,19030,8,g2
4933,19156,1,g1
3178,9543,34,g3
2786,5036,37,g3
3083,17603,44,g1
2623,10706,14,g1
3682,4142,41,g3
1585,12562,2,g2
2200,16947,30,g1
4681,13555,51,g1
3815,1059,40,g3
2101,2233,56,g3
1487,9361,41,g2
3283,2042,52,g3
1130,9963,55,g2
1865,2915,86,g3
4863,11483,75,g1
1320,13405,71,g2
3906,5887,52,g3
2514,8687,84,g3
4445,7143,84,g3
1718,16167,31,g2
1363,11746,80,g2
971,2958,53,g2
934,6528,36,g2
2922,5947,87,g3
1018,19633,7,g2
1824,2448,81,g3
2513,6806,10,g3
1413,8751,53,g2
4598,8592,59,g3
2205,12863,9,g2
2668,14566,89,g1
1238,16629,69,g2
309,16276,80,g2
1164,689,86,g3
2320,12252,41,g2
333,7982,36,g2
892,17179,91,g2
3210,1299,79,g3
2266,10434,75,g2
434,19584,57,g2
1459,9288,84,g2
1314,10409,58,g2
4519,12915,23,g1
383,11290,27,g2
312,14346,36,g2
1758,5214,20,g2
4178,11908,32,g1
4947,3339,1,g3
1517,4013,82,g2
2486,14101,27,g1
1894,1635,14,g3
204,12413,0,g2
4965,10601,27,g1
3993,19131,49,g1
3945,7048,34,g3
3790,5016,95,g3
3392,4602,27,g3
478,16717,8,g2
3393,18432,23,g1
3429,5011,62,g3
4908,19715,3,g1
3538,14524,55,g1
324,11913,40,g2
837,16819,66,g2
335,19946,47,g2
4378,13215,85,g1
811,8475,57,g2
1988,19936,38,g1
4818,13121,24,g1
1359,11011,59,g2
848,11058,85,g2
4086,1026,46,g3
3651,19691,97,g1
609,2253,60,g2
1923,15156,83,g2
4980,10720,99,g1
3041,18538,26,g1
4332,13241,95,g1
2234,5341,41,g3
1877,4541,51,g3
1322,9465,92,g2
3767,14918,47,g1
1877,4917,31,g3
1404,9477,23,g2
4959,15087,2,g1
801,19767,26,g2
3089,948,72,g3
251,5085,39,g2
1425,13251,22,g2
1401,8608,6,g2
3822,16034,80,g1
1811,11943,36,g2
906,794,6,g2
4430,1738,93,g3
2822,15821,76,g1
4756,16574,81,g1
1425,13549,94,g2
4233,3316,21,g3
1259,1598,77,g3
2969,15179,81,g1
4616,2237,98,g3
1342,19073,16,g2
447,3265,18,g2
1931,18106,94,g1
1669,14730,38,g2
4035,11934,35,g1
2018,12591,14,g2
3332,910,62,g3
3858,19829,28,g1
2455,5286,59,g3
1497,9569,55,g2
2880,17670,39,g1
1924,18993,15,g1
2591,6335,32,g3
4160,2486,88,g3
504,8626,15,g2
1821,9570,29,g2
2925,7800,97,g3
3945,16048,65,g1
4310,2903,43,g3
3292,8762,37,g3
164,11002,50,g2
1399,7201,59,g2
1515,3795,17,g2
3693,16187,4,g1
1068,13375,39,g2
468,2621,5,g2
332,4082,75,g2
2342,14977,11,g1
3183,10321,11,g1
1020,6200,72,g2
788,7732,21,g2
4372,4788,48,g3
1569,1585,49,g3
4825,16391,79,g1
4359,16100,3,g1
3722,9145,49,g3
2200,19505,2,g1
2365,9310,15,g2
3889,9328,13,g3
923,19232,63,g2
3531,5374,40,g3
4251,14267,67,g1
4313,19920,58,g1
897,11413,1,g2
879,16715,9,g2
2950,19233,74,g1
2992,14832,89,g1
1993,4932,25,g3
3406,7765,3,g3
3002,6603,89,g3
4903,11512,27,g1
3818,16400,1,g1
121,2531,65,g2
1600,18133,15,g2
942,9019,56,g2
1860,9488,22,g2
3741,5799,22,g3
291,13452,76,g2
495,3594,20,g2
4762,3477,24,g3
4426,17846,57,g1
973,6225,36,g2
2721,1768,48,g3
4435,16661,76,g1
189,17256,14,g2
2379,8117,27,g3
556,15532,66,g2
2380,13434,86,g1
4549,12385,3,g1
1104,10296,46,g2
4634,6779,49,g3
444,595,59,g2
2811,15978,61,g1
4852,7521,66,g3
2562,15685,71,g1
1216,6368,42,g2
725,13571,88,g2
4479,8541,57,g3
2079,17015,51,g1
4094,11807,75,g1
1778,7790,68,g2
322,15995,96,g2
843,7016,45,g2
562,9841,24,g2
1668,12202,24,g2
3447,1307,34,g3
1836,13531,60,g2
4139,16934,14,g1
4051,11900,89,g1
764,16939,73,g2
1456,4164,87,g2
1114,1243,34,g2
2232,6530,28,g3
2768,15161,37,g1
1154,15475,68,g2
1864,579,23,g3
4558,15309,18,g1
2969,12632,45,g1
1512,3466,48,g3
767,16034,43,g2
3470,4228,72,g3
1494,5036,25,g2
198,17009,24,g2
4170,6313,34,g3
521,1447,35,g2
3750,13065,13,g1
4257,16344,55,g1
1232,1094,5,g3
1802,17024,31,g2
3720,19939,25,g1
3290,14517,14,g1
697,4705,48,g2
491,8282,94,g2
1175,3160,55,g2
2750,16513,36,g1
2484,7356,52,g3
909,6589,57,g2
3409,5818,82,g3
3838,15905,77,g1
1259,19436,35,g2
1631,8562,10,g2
2782,17924,26,g1
353,9006,1,g2
3648,12151,21,g1
3285,19830,65,g1
1331,16230,83,g2
2523,3736,16,g3
3675,4180,3,g3
4361,15883,13,g1
1673,11798,6,g2
3008,18421,78,g1
4812,4372,93,g3
1725,2367,15,g3
4098,16320,65,g1
3983,18045,18,g1
3615,4420,0,g3
3503,6193,30,g3
4698,11448,3,g1
4780,8956,90,g3
2058,6831,57,g3
4109,13607,55,g1
2835,9994,52,g3
4591,14353,88,g1
3274,9886,85,g3
501,18410,42,g2
1074,8631,73,g2
323,12296,96,g2
4713,1658,48,g3
335,18028,59,g2
3598,568,93,g3
4311,4217,93,g3
3334,15718,15,g1
325,11700,72,g2
2377,16355,80,g1
4377,9861,98,g3
